CID,FIELD,GROUP,zHD,MU,MUERR,PROBIA,HOST_RA,HOST_DEC,HOST_LOGMASS,kappa_raw,kappa_ext,kappa_gal_ext,kappa_cl_ext,gamma,dmu_pred,zbin,rand_mean,rand_sig,n_rand_ok,area_frac,area_flag,cl_dz_min_2am,frac_nir,n_spec_region,hr,hr_glob
1578063,X1,X,0.64298,43.27022,0.1724,0.96418,34.529072,-5.047472,10.269,0.0022910604738207965,-0.006640877244278712,-0.002458687235207842,-0.0041821900090708705,0.008606154982806766,0.014776136000969114,0.6250000000000002,0.008931937718099508,0.0060005644034497995,496,1.0,False,,0.9241281809613572,28317,0.3647640707701852,0.37894931802454734
1250397,X1,X,0.64304,42.83351,0.1294,0.99993,33.929947,-5.449883,10.185,0.005338016471732687,-0.003595233540120004,-0.003553436236724314,-4.179730339569192e-05,0.0060969555978709015,0.008181796501653595,0.6250000000000002,0.008933250011852691,0.0060015397848993905,496,1.0,False,,0.759539989545217,28317,-0.07218934358409983,-0.05800409632973769
1308568,X1,X,0.64304,42.6528,0.1564,0.99198,33.873154,-5.052561,8.702,0.002035355713974713,-0.006897894297877977,-0.002765229937986328,-0.0041326643598916515,0.007104276176405514,0.015364784936621497,0.6250000000000002,0.008933250011852691,0.0060015397848993905,496,1.0,False,,0.5782652043868395,28317,-0.25289934358409755,-0.2387140963297354
1296793,X2,X,0.64392,42.96751,0.1528,0.99994,35.00951,-6.524512,10.345,0.01433918306345206,0.00538668607655266,0.00874885019537244,-0.003362164118819781,0.007548051054789327,-0.011537692187583451,0.6250000000000002,0.0089524969868994,0.006015845379493393,496,1.0,False,,0.0,28317,0.05824306463394875,0.07242831188831089
1452065,X1,X,0.64509,42.68781,0.14,0.99513,34.412479,-5.450504,9.012,0.003855249243012729,-0.005122837472073769,-0.0009690917074893354,-0.0041537457645844334,0.001055270590797754,0.011556810521509319,0.6250000000000002,0.008978086715086498,0.006034865317760418,496,1.0,False,,0.9786460699681963,28317,-0.22619301903549185,-0.21200777178112973
1305946,X1,X,0.64663,43.08081,0.1812,0.99989,34.408382,-5.219321,10.665,0.002734946749908221,-0.006276822171510012,-0.003849327552638275,-0.0024274946188717374,0.0021283856075979017,0.014063106726300711,0.6250000000000002,0.009011768921418233,0.006059900108299921,496,1.0,False,0.0007105421375779649,0.9753086419753086,28317,0.16058563152735403,0.17477087878171615
1899158,X2,X,0.64747,42.76015,0.1633,0.99998,35.008648,-6.525724,11.133,0.009521674186704477,0.0004915331527416637,0.0038825495036487294,-0.0033910163509070653,0.0058603446116654995,-0.000744743017431701,0.6250000000000002,0.009030141033962814,0.0060735554485941935,496,1.0,False,,0.0,28317,-0.16346187876202847,-0.14927663150766635
1336693,X2,X,0.64795,42.77065,0.1157,1.0,35.409367,-5.76592,11.133,0.005599211328236997,-0.0034414280557512915,-0.004020703065608913,0.0005792750098576197,0.003125105276949415,0.00788790622207044,0.6250000000000002,0.009040639383988289,0.006081358500190922,496,1.0,False,,0.0,28317,-0.15489571747502154,-0.1407104702206594
1339102,X2,X,0.64795,43.25548,0.1521,0.99997,35.409367,-5.76592,11.13,0.005599211328236997,-0.0034414280557512915,-0.004020703065608913,0.0005792750098576197,0.003125105276949415,0.00788790622207044,0.6250000000000002,0.009040639383988289,0.006081358500190922,496,1.0,False,,0.0,28317,0.32993428252497364,0.3441195297793358
1296671,X2,X,0.64852,42.94256,0.1422,0.99993,35.407665,-6.115034,10.1,0.0024950531705564103,-0.006558053004087133,-0.003422241678319706,-0.0031358113257674274,0.012602981081420519,0.01448659468197832,0.6250000000000002,0.009053106174643543,0.006090624623962038,496,1.0,False,,0.0,28317,0.014719623028078242,0.02890487028244038
1928108,X3,X,0.6508,43.88382,269.5857,0.0,37.023071,-5.016606,9.536,0.0067286576979039454,-0.002374315639360608,-0.001080684726890875,-0.0012936309124697344,0.005559268697111492,0.005532855105584093,0.6750000000000002,0.009102973337264553,0.006127689119046496,496,1.0,False,,0.910148975791434,28317,0.9565546221254105,0.9610054307203428
