ls_id,ra,dec,z_best,z_is_spec,sig_z,engine,logm_p16,logm_p50,logm_p84,sig_m_photz,sig_m_total,kappa_max,kappa_sum,n_sn,survey_region
10995475401411768,149.782825819162,1.938458171771609,0.4182421881763071,True,0.0,sbi_zfix,10.232757995934481,10.36905464968204,10.478852508873935,0.0,0.123,0.0129475915515154,0.0129475915515154,1,union3:21
10995435679268915,36.07693985236237,-4.412231460347378,0.2680125822368242,True,0.0,sbi_zfix,11.386798345529918,11.447563611948375,11.54758020588148,0.0,0.0804,0.0128195906347312,0.0130507972997454,3,des:X
10995304334631367,53.7894381224467,-27.2622122652647,0.4403873980045318,False,0.0249255150556564,sbi_zfix,11.415793538271847,11.550252080141965,11.648983121096554,0.0377,0.1226,0.0124489913603631,0.0124573965540136,2,des:C
10995476912412531,150.0676773666565,2.193737581815593,0.2221752407192137,True,0.0,sbi_zfix,11.149130300420653,11.223932222265136,11.308064893621337,0.0,0.0795,0.0117409563264069,0.0117409563264069,1,union3:21
10995298979563352,52.41431685362615,-28.22112948951147,0.2295974344015121,False,0.0154905160889029,sbi_zfix,11.006867944320918,11.12123924406457,11.223938523849727,0.0601,0.1241,0.0115609357774216,0.0115609357774216,1,union3:4
10995296324567702,52.65663136760346,-28.73333364991543,0.3401711583137512,False,0.025661701336503,sbi_zfix,10.996595576886081,11.224316791180515,11.295543864849948,0.0389,0.1544,0.0106347209381417,0.0106347209381417,1,des:C
10995298983763631,53.55205494394772,-28.1800313340241,0.1157060712575912,False,0.0427195914089679,sbi_zfix,9.639318287214115,9.773921310743168,9.865968525251224,0.1658,0.2008,0.0106315201895048,0.0106315201895048,1,des:C
10995431155697175,34.37083764804747,-5.314283574932145,0.492792464147683,True,0.0,sbi_zfix,11.103310499282403,11.18470278749041,11.263613233657402,0.0,0.0802,0.0106040505884622,0.0106040505884622,1,des:X
10995296325615142,52.88403147771603,-28.8605184452793,0.606654942035675,False,0.0792030692100524,sbi_zfix,9.815908991663425,10.215952479212254,10.530809008448093,0.0878,0.3681,0.0105183372800738,0.0105183372800738,1,des:C
10995432669848383,36.47631882384895,-4.992995121963426,0.499559074640274,False,0.0600528828799724,sbi_zfix,11.024820240362299,11.175251568182123,11.270583713873041,0.0909,0.1529,0.0104349824127834,0.0104349824127834,1,union3:5
10995434166160876,34.16612978314975,-4.796470164852663,0.0695471065221498,True,0.0,sbi_zfix,10.550703630740795,10.63259278326765,10.698487863834057,0.0,0.0739,0.0101771456402859,0.0101771456402859,1,des:X
10995435679267770,36.06176815048327,-4.518472079763876,0.1783096194267273,False,0.038765262812376,sbi_zfix,9.200156937274159,9.487214813861073,9.635404358538807,0.1505,0.2646,0.0101263784342631,0.0101263784342631,1,union3:5
10995300315435647,53.20326128506986,-27.90498206360587,0.6098804473876953,False,0.0471922755241394,sbi_zfix,10.679334855159235,10.740354752620172,10.817699647029352,0.0523,0.0867,0.0097878702386253,0.0097878702386253,1,des:C
10995434170362505,35.28672668478294,-4.652037030163961,0.0809733506521944,True,0.0,sbi_zfix,10.965528237297269,11.043835389091702,11.102554070427152,0.0,0.0685,0.0097504929377354,0.0112996328843991,7,des:X
